Gene,UniProt ID,Protein name,Protein ChEMBL ID,Drug ChEMBL ID,Drug name,Drug Mechanism ChEMBL,Activity type ChEMBL,Activity value ChEMBL,pChEMBL value,Max phase ChEMBL,Action type ChEMBL,Mechanism of Action ChEMBL
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3286818,,Нет,Ki,= 0.57 nM,9.24,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3286819,,Нет,Ki,= 0.62 nM,9.21,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3286820,,Нет,Ki,= 0.29 nM,9.54,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3286822,,Нет,Ki,= 1.9 nM,8.72,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3286823,,Нет,Ki,= 0.1 nM,10.00,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3286825,,Нет,Ki,= 0.1 nM,10.00,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3286827,,Нет,Ki,= 0.4 nM,9.40,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3286828,,Нет,Ki,= 0.12 nM,9.92,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3286831,,Нет,Ki,= 2.0 nM,8.70,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3286832,,Нет,Ki,= 0.56 nM,9.25,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3286826,,Нет,IC50,= 0.11 nM,9.96,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3286829,,Нет,IC50,= 5.8 nM,8.24,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357439,,Нет,IC50,= 2.7 nM,8.57,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357442,,Нет,IC50,= 7.7 nM,8.11,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357444,,Нет,IC50,= 1.8 nM,8.74,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357447,,Нет,IC50,= 5.5 nM,8.26,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357449,,Нет,IC50,= 3.1 nM,8.51,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357452,,Нет,IC50,= 0.8 nM,9.10,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357455,,Нет,IC50,= 2.5 nM,8.60,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357456,,Нет,IC50,= 1.7 nM,8.77,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357457,,Нет,IC50,= 4.9 nM,8.31,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357458,,Нет,IC50,= 0.7 nM,9.15,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357459,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357460,,Нет,IC50,= 2.3 nM,8.64,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357462,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357463,,Нет,IC50,= 2.3 nM,8.64,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3357464,,Нет,IC50,= 5.5 nM,8.26,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3397300,,Нет,IC50,= 0.62 nM,9.21,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL560733,,Нет,IC50,= 0.6 nM,9.22,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3398175,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3398174,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3397057,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3398172,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3398171,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3398169,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3398168,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3398166,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604656,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604655,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604652,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604651,,Нет,IC50,= 10.0 nM,8.00,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604650,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604649,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604648,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604647,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604646,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604643,,Нет,IC50,= 10.0 nM,8.00,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604642,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604641,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604638,,Нет,IC50,= 10.0 nM,8.00,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604634,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604633,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604632,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604654,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604635,,Нет,IC50,= 10.0 nM,8.00,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604637,,Нет,IC50,= 10.0 nM,8.00,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604644,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604645,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3604631,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3608525,,Нет,IC50,= 1.5 nM,8.82,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3608524,,Нет,IC50,= 1.8 nM,8.74,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3608523,,Нет,IC50,= 1.6 nM,8.80,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3608522,,Нет,IC50,= 1.7 nM,8.77,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3608521,,Нет,IC50,= 5.2 nM,8.28,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3608520,,Нет,IC50,= 4.4 nM,8.36,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3608519,,Нет,IC50,= 2.7 nM,8.57,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3735650,,Нет,IC50,= 2.8 nM,8.55,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3734938,,Нет,IC50,= 0.8 nM,9.10,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3735314,,Нет,IC50,= 2.1 nM,8.68,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3736388,,Нет,IC50,= 1.7 nM,8.77,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3736182,,Нет,IC50,= 1.0 nM,9.00,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3735794,,Нет,IC50,= 1.3 nM,8.89,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3736021,,Нет,IC50,= 6.9 nM,8.16,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3734855,,Нет,IC50,= 6.6 nM,8.18,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3735384,,Нет,IC50,= 2.1 nM,8.68,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3735386,,Нет,IC50,= 2.3 nM,8.64,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3735648,,Нет,IC50,= 3.4 nM,8.47,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3735064,,Нет,IC50,= 8.1 nM,8.09,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3735531,,Нет,IC50,= 9.5 nM,8.02,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3736273,,Нет,IC50,= 0.9 nM,9.05,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3735401,,Нет,IC50,= 8.1 nM,8.09,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3735980,,Нет,IC50,= 7.1 nM,8.15,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3735510,,Нет,IC50,= 4.6 nM,8.34,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3785774,,Нет,IC50,= 0.5 nM,9.30,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3786892,,Нет,IC50,= 0.7 nM,9.15,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3786402,,Нет,IC50,= 6.1 nM,8.21,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3785299,,Нет,IC50,= 4.2 nM,8.38,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3785928,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3785825,,Нет,IC50,= 10.0 nM,8.00,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3785607,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3785890,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3785722,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3785711,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3787658,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3785934,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3786173,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3785665,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3786818,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3786171,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3787598,,Нет,IC50,= 2.0 nM,8.70,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3787297,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3786916,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3786148,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3785232,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3786976,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3805123,,Нет,IC50,= 10.0 nM,8.00,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3805643,,Нет,IC50,= 3.0 nM,8.52,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3806122,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3822475,,Нет,IC50,= 0.59 nM,9.23,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3822499,,Нет,IC50,= 0.99 nM,9.00,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3824301,,Нет,IC50,= 1.59 nM,8.80,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3822672,,Нет,IC50,= 0.75 nM,9.12,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823016,,Нет,IC50,= 4.77 nM,8.32,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3824246,,Нет,IC50,= 0.8 nM,9.10,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823045,,Нет,IC50,= 1.88 nM,8.73,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823864,,Нет,IC50,= 1.86 nM,8.73,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3822664,,Нет,IC50,= 1.36 nM,8.87,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3824185,,Нет,IC50,= 9.9 nM,8.00,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823224,,Нет,IC50,= 0.68 nM,9.17,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3824318,,Нет,IC50,= 0.75 nM,9.12,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823836,,Нет,IC50,= 0.86 nM,9.07,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823078,,Нет,IC50,= 1.03 nM,8.99,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3824308,,Нет,IC50,= 0.12 nM,9.92,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823577,,Нет,IC50,= 0.42 nM,9.38,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823296,,Нет,IC50,= 0.39 nM,9.41,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823198,,Нет,IC50,= 1.19 nM,8.92,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3822524,,Нет,IC50,= 3.23 nM,8.49,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823190,,Нет,IC50,= 0.38 nM,9.42,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3822645,,Нет,IC50,= 0.76 nM,9.12,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823243,,Нет,IC50,= 0.88 nM,9.06,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3824290,,Нет,IC50,= 0.49 nM,9.31,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3822557,,Нет,IC50,= 0.49 nM,9.31,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3824327,,Нет,IC50,= 0.28 nM,9.55,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823031,,Нет,IC50,= 0.53 nM,9.28,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823218,,Нет,IC50,= 0.88 nM,9.06,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823107,,Нет,IC50,= 0.33 nM,9.48,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3824130,,Нет,IC50,= 0.72 nM,9.14,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823235,,Нет,IC50,= 0.18 nM,9.74,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823872,,Нет,IC50,= 3.1 nM,8.51,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823017,,Нет,IC50,= 0.36 nM,9.44,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3824007,,Нет,IC50,= 0.59 nM,9.23,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3822611,,Нет,IC50,= 0.18 nM,9.74,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823416,,Нет,IC50,= 0.24 nM,9.62,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823916,,Нет,IC50,= 0.54 nM,9.27,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823603,,Нет,IC50,= 0.33 nM,9.48,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823549,,Нет,IC50,= 0.22 nM,9.66,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3822973,,Нет,IC50,= 2.1 nM,8.68,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823165,,Нет,IC50,= 1.06 nM,8.97,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823256,,Нет,IC50,= 0.33 nM,9.48,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3823268,,Нет,IC50,= 0.68 nM,9.17,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3824326,,Нет,IC50,= 0.79 nM,9.10,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3822982,,Нет,IC50,= 0.96 nM,9.02,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3824304,,Нет,IC50,= 0.31 nM,9.51,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3945332,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3908493,,Нет,IC50,= 1.5 nM,8.82,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3936443,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3980825,,Нет,IC50,= 9.0 nM,8.05,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3951972,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3972807,,Нет,IC50,= 5.8 nM,8.24,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3943236,,Нет,IC50,= 6.3 nM,8.20,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3961771,,Нет,IC50,= 2.3 nM,8.64,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3934268,,Нет,IC50,= 2.0 nM,8.70,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3925372,,Нет,IC50,= 6.1 nM,8.21,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3918616,,Нет,IC50,= 4.0 nM,8.40,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3890564,,Нет,IC50,= 3.4 nM,8.47,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3934099,,Нет,IC50,= 2.3 nM,8.64,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3961598,,Нет,IC50,= 5.0 nM,8.30,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3972653,,Нет,IC50,= 5.7 nM,8.24,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3958173,,Нет,IC50,= 1.5 nM,8.82,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3913823,,Нет,IC50,= 7.0 nM,8.15,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3925858,,Нет,IC50,= 1.4 nM,8.85,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3897774,,Нет,IC50,= 2.4 nM,8.62,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3921664,,Нет,IC50,= 2.3 nM,8.64,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3893810,,Нет,IC50,= 3.6 nM,8.44,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3894726,,Нет,IC50,= 4.8 nM,8.32,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3913728,,Нет,IC50,= 5.5 nM,8.26,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3905284,,Нет,IC50,= 6.2 nM,8.21,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3934594,,Нет,IC50,= 5.5 nM,8.26,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3950479,,Нет,IC50,= 4.9 nM,8.31,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3922762,,Нет,IC50,= 2.5 nM,8.60,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3651827,,Нет,IC50,= 8.0 nM,8.10,,N/A,N/A
ALK,Q9UM73,ALK tyrosine kinase receptor,CHEMBL4247,CHEMBL3651833,,Нет,IC50,= 6.0 nM,8.22,,N/A,N/A
